switch_mrid,name,type,is_tie,tie_class,tie_type,tie_type_label,container_count,container_ids,normal_container_ids,current_container_ids,lv_parent_container_ids,mv_container_count,mv_container_ids,lv_circuit_count,lv_circuit_ids,normal_lv_circuit_ids,current_lv_circuit_ids,observed_container_ids,observed_container_count,terminal_count,is_open,is_normally_open,include_lv_mode,scope_mode,scope_label,generated_at_utc
100797012,LV ISOL PO-2336850 OS UNIT 1 2 CLARINDA ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CDA23|CDA24,,,,0,,0,,,,CDA23|CDA24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
100797152,LV ISOL PO-1819556 OS 165 CENTRE DANDENONG ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HT12|HT17,,,,0,,0,,,,HT12|HT17,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
100810305,100810305,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HGS21|HGS32,HGS21|HGS32,HGS21|HGS32,,2,HGS21|HGS32,0,,,,HGS21|HGS32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
100999471,LV ISOL PO-1100192 OS 32 CAWARRA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MTN31|MTN34,,,,0,,0,,,,MTN31|MTN34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
100999481,LV SW @ PILLAR OPP 3 BAY RISE DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MTN31|MTN34,,,,0,,0,,,,MTN31|MTN34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
101111340,LV ISOL PO-2306226 OS 12 MARINE PARADE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EW12|SK1,,,,0,,0,,,,EW12|SK1,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
101112052,LV ISOL PO-2319941 OS 123 MACKIE ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OR23|OR32,,,,0,,0,,,,OR23|OR32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
101833311,LV SW @ PILLAR OS 3 WESTMINSTER CLOSE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH22|EB14,,,,0,,0,,,,BH22|EB14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
102112592,BRDG 1801705 NORMANBY,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HT32|HT35,,,,0,,0,,,,HT32|HT35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
102112736,LV ISOL PO-8804247 OS 682A WARRIGAL ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CDA24|OR33,,,,0,,0,,,,CDA24|OR33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
103655297,LV ISOL PO-7035219 OS UNIT 1 48-50 WILLIAM STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH12|BH23,,,,0,,0,,,,BH12|BH23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
103876335,LV ISOL PO-1302028 OS 43 COLLINS PARADE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,STO13|STO22,,,,0,,0,,,,STO13|STO22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
103887262,103887262,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH14|BH24,BH14|BH24,BH14|BH24,,2,BH14|BH24,0,,,,BH14|BH24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
104095435,LV ISOL PO-1309391 OS 803 POINT NEPEAN ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DMA21|RBD13,,,,0,,0,,,,DMA21|RBD13,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
104902409,104902409,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NP11|NP24,NP11|NP24,NP11|NP24,,2,NP11|NP24,0,,,,NP11|NP24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
105587599,LV ISOL PO-3309023 OS 554 FRANKSTON-DANDENONG ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DVY24|FTN23,,,,0,,0,,,,DVY24|FTN23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106159738,106159738,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DN11|LD7,DN11|LD7,DN11|LD7,,2,DN11|LD7,0,,,,DN11|LD7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106560304,LV ISOL PO-7065061 IN BLACKBURN RD OS 4 REGINA TCE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC1|DC2,,,,0,,0,,,,DC1|DC2,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106562641,LV ISOL PO-7059659 OS 54 MANDELLA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU25|DC1,,,,0,,0,,,,BU25|DC1,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106564141,LV ISOL PO-9373817 OS 29 ROBERT STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU14|BU24,,,,0,,0,,,,BU14|BU24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106642401,106642401,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LD3|MGE31,LD3|MGE31,LD3|MGE31,,2,LD3|MGE31,0,,,,LD3|MGE31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106642840,106642840,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW6|MGE22,GW6|MGE22,GW6|MGE22,,2,GW6|MGE22,0,,,,GW6|MGE22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106647480,LV BRIDGE PO-7025517 IN PACKHAM ST OS 134 DORKING RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106647628,LV ISOL PO-8829208 OS UNIT 1 106 DORKING ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106647744,LV BRIDGE PO-7048456 IN MITCHELL RD OS 577 ELGAR RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC5|DC8,,,,0,,0,,,,DC5|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106647931,LV BRIDGE PO-7029554 OS 32 SAXTON STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC12|DC5,,,,0,,0,,,,DC12|DC5,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106648441,LV ISOL PO-7057321 OS 92 PARKER STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU21|BU25,,,,0,,0,,,,BU21|BU25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106660046,LV ISOL PO-1803878 IN OUTER CR OS 115 ST ANDREWS ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB23|NB33,,,,0,,0,,,,NB23|NB33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106667145,LV BRIDGE PO-1814899 OS 130-140 KINGSTON ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CDA22|HT17,,,,0,,0,,,,CDA22|HT17,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106668584,LV ISOL PO-3318727 OS 16 HASTINGS ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH11|FSH24,,,,0,,0,,,,FSH11|FSH24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106669857,LV ISOL PO-0601795 OS 1 CLARKE ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SS13|SS23,,,,0,,0,,,,SS13|SS23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106670373,LV ISOL PO-0611834 OS BALMORAL AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NP33|SS22,,,,0,,0,,,,NP33|SS22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106709629,106709629,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT15|BT25,BT15|BT25,BT15|BT25,,2,BT15|BT25,0,,,,BT15|BT25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106728341,LV BRIDGE PO-3313284 OS 27 FENTON CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH11|FSH31,,,,0,,0,,,,FSH11|FSH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106740511,# LV ISOL PO-7064837 IN BLACKBURN RD OS 1 ROBERTSWOOD CL,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC2|DC3,,,,0,,0,,,,DC2|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106742437,LV ISOL PO-7037554 OS 398-400 BURWOOD HIGHWAY,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB11|EB24,,,,0,,0,,,,EB11|EB24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106743183,LV ISOL PO-7028886 IN CAMPBELL PD OS 105 ELEY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB14|EB24,,,,0,,0,,,,EB14|EB24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106743193,LV ISOL PO-7040443 IN CORNFIELD GR OS 95 ELEY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH22|EB14,,,,0,,0,,,,BH22|EB14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106743475,LV BRIDGE PO-7058029 IN LAKEVIEW TCE OS 2 TASKER ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU22|WD16,,,,0,,0,,,,BU22|WD16,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106743727,LV ISOL PO-7058182 IN KANOOKA AV OS 88 MACEDON RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU12|BU22,,,,0,,0,,,,BU12|BU22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106743737,LV ISOL PO-7058315 OS 88 MACEDON ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU12|BU22,,,,0,,0,,,,BU12|BU22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106766307,LV ISOL PO-2320349 OS 45 GEORGE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW21|BW35,,,,0,,0,,,,BW21|BW35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106766742,LV BRIDGE PO-2310993 OS 2 ROCKLANDS ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW34|BW35,,,,0,,0,,,,BW34|BW35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106766962,LV BRIDGE PO-7016404 OS UNIT 1 14 HILL STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|BH31,,,,0,,0,,,,BH21|BH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106766986,LV ISOL PO-9133375 OS 36 SURREY STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|BH31,,,,0,,0,,,,BH21|BH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106767036,LV ISOL PO-7030426 OS 19 DUNCAN STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|BH31,,,,0,,0,,,,BH21|BH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106767142,LV ISOL PO-7023440 OS 304 STATION STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|BH31,,,,0,,0,,,,BH21|BH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106767238,LV ISOL PO-7031311 OS 1 BEAVER STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|BH31,,,,0,,0,,,,BH21|BH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106767282,LV ISOL PO-7024196 OS 4B HAIG STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH31|BH33,,,,0,,0,,,,BH31|BH33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106767314,LV ISOL PO-2310988 IN RAYMOND ST OS UNIT 2 14 PARKHILL DR,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW34|BW35,,,,0,,0,,,,BW34|BW35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106802006,LV SW @ PILLAR OS 22 MARGOT AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU11|BU21,,,,0,,0,,,,BU11|BU21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106802186,LV F/ISOL PO-7060133 OS 20 COUNTY TERRACE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC1|DC2,,,,0,,0,,,,DC1|DC2,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106802515,LV SW @ PILLAR OS 38 MEREDITH AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC2|DC3,,,,0,,0,,,,DC2|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106802548,LV SW @ PILLAR OS 16 HEMINGWAY AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC2|DC3,,,,0,,0,,,,DC2|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
106869729,106869729,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,K27|K31,K27|K31,K27|K31,,2,K27|K31,0,,,,K27|K31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107072938,107072938,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M12|M22,M12|M22,M12|M22,,2,M12|M22,0,,,,M12|M22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107348451,107348451,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV14|SVW42,SV14|SVW42,SV14|SVW42,,2,SV14|SVW42,0,,,,SV14|SVW42,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107348674,107348674,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NO9|SVW43,NO9|SVW43,NO9|SVW43,,2,NO9|SVW43,0,,,,NO9|SVW43,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107372832,107372832,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,DC7|DC8,DC7|DC8,,2,DC7|DC8,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107373994,LV ISOL PO-7071061 OS 2 BELLEVUE AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC10|DC3,,,,0,,0,,,,DC10|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107374192,LV ISOL PO-7064755 OS 1-5 ANDERSONS CREEK ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC10|DC3,,,,0,,0,,,,DC10|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107375214,LV ISOL PO-7070517 IN SPRINGVALE RD OS 8 CAMERON CL,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC10|NW13,,,,0,,0,,,,DC10|NW13,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107375353,LV ISOL PO-7071018 OS 33-37 LESLIE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC10|NW13,,,,0,,0,,,,DC10|NW13,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107398763,LV ISOL PO-2325310 OS 1 SAVANNAH PLACE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OAK21|OAK26,,,,0,,0,,,,OAK21|OAK26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107409320,107409320,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LD32|NP36,LD32|NP36,LD32|NP36,,2,LD32|NP36,0,,,,LD32|NP36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107419777,LV ISOL PO-2323747 IN ALVIE RD OS 314 HIGH STREET RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW33|BW34,,,,0,,0,,,,BW33|BW34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107423960,LV ISOL PO-0716216 OS 23 BRETT DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CRM24|CRM34,,,,0,,0,,,,CRM24|CRM34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107482815,107482815,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB32|GW11,EB32|GW11,EB32|GW11,,2,EB32|GW11,0,,,,EB32|GW11,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107518513,LV ISOL PO-1815390 OS UNIT 8 327-337 WARRIGAL ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HT12|HT36,,,,0,,0,,,,HT12|HT36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107604579,LV ISOL PO-0601955 OS 121 LAWRENCE ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB12|EB22,,,,0,,0,,,,EB12|EB22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107630663,LV BRIDGE PO-7061281 OS 14 ROSEVILLE AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU12|DC4,,,,0,,0,,,,BU12|DC4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107630806,LV ISOL PO-7061540 OS 31 COOLABAH STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC1|DC3,,,,0,,0,,,,DC1|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631515,LV ISOLS PO-7062942 OS 10-12 JACKSON COURT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC3|DC4,,,,0,,0,,,,DC3|DC4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631591,LV ISOL PO-7062969 OS UNIT 1 885-889 DONCASTER ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC3|DC4,,,,0,,0,,,,DC3|DC4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631673,LV ISOL PO-7039214 OS 29 JUBILEE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW21|NW32,,,,0,,0,,,,NW21|NW32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631804,LV BRIDGE PO-7028820 OS 10 DIANA DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW11|NW31,,,,0,,0,,,,NW11|NW31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631832,LV ISOL PO-7048463 OS 23 ZANDER AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW11|NW21,,,,0,,0,,,,NW11|NW21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631932,LV BRIDGE PO-7006598 OS 14 MOUNTAIN VIEW ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW11|NW21,,,,0,,0,,,,NW11|NW21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107631996,LV ISOL PO-7025319 OS 33 CLOSTER AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW11|NW21,,,,0,,0,,,,NW11|NW21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107632028,LV ISOL PO-7032746 OS 26 EFRON STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW13|NW22,,,,0,,0,,,,NW13|NW22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107632046,LV ISOL PO-7014795 OS 42-42A LINDSAY AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW13|NW22,,,,0,,0,,,,NW13|NW22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107632136,LV ISOL PO-7069840 IN MILLICENT AV OS 35 HILLSIDE RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,WD26|WD36,,,,0,,0,,,,WD26|WD36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107632150,LV ISOL PO-7070317 OS 18 RIVERVIEW TERRACE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,WD16|WD26,,,,0,,0,,,,WD16|WD26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107632300,LV ISOL PO-7055655 OS 95 HIGH STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,WD15|WD34,,,,0,,0,,,,WD15|WD34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107632695,LV ISOL PO-7063122 OS 23 MURPHY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC2|DC4,,,,0,,0,,,,DC2|DC4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107633182,LV SW @ PILLAR OS 30 BAREENA GROVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC2|DC4,,,,0,,0,,,,DC2|DC4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107642868,LV ISOL PO-7067942 OS 53 WORRELL STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW13|NW22,,,,0,,0,,,,NW13|NW22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107643192,LV BRIDGE PO-7026685 OS 2 BEAUFORT STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW22|RWT23,,,,0,,0,,,,NW22|RWT23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107643407,LV ISOL PO-7068964 OS 44 CHATSWORTH QUADRANT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU14|BU15,,,,0,,0,,,,BU14|BU15,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107643504,LV ISOL PO-7058358 OS UNIT 2 66 WARATAH DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU11|BU14,,,,0,,0,,,,BU11|BU14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107643536,LV ISOL PO-7068442 OS 365 THOMPSONS ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU14|BU21,,,,0,,0,,,,BU14|BU21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107644440,LV ISOL PO-7070274 OS 19 KINGSNORTH STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,WD34|WD36,,,,0,,0,,,,WD34|WD36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107644518,LV F/ISOL PO-7055197 OS 486-488 DONCASTER ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,WD14|WD23,,,,0,,0,,,,WD14|WD23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107652162,LV ISOL PO-7033806 OS 21 WIMMERA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC12|DC6,,,,0,,0,,,,DC12|DC6,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107652206,LV ISOL PO-7037000 OS UNIT 1 71 PETER STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC5|DC8,,,,0,,0,,,,DC5|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107652579,LV ISOL PO-7000581 IN CLYDE ST OS 1 LODDON ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC12|DC6,,,,0,,0,,,,DC12|DC6,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107652601,LV BRIDGE PO-7038511 OS 34 SEVERN STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107652671,LV ISOL PO-7030737 OS 832 STATION STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC12|DC6,,,,0,,0,,,,DC12|DC6,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107652837,LV BRIDGE PO-7007719 OS 13 HAWKINS AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC5|DC8,,,,0,,0,,,,DC5|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107653066,LV ISOL PO-7028142 OS 1 SPRINGFIELD ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107653126,LV ISOL PO-7030302 IN TOOGOODS RISE OS 62 HEATHFIELD RISE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107689327,LV ISOL PO-7056960 OS 22 CUTHBERT STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,WD26|WD36,,,,0,,0,,,,WD26|WD36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107699490,LV ISOL PO-8805170 OS UNIT 1 642 BLACKBURN ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NO32|NO5,,,,0,,0,,,,NO32|NO5,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107699630,LV ISOL PO-0603981 IN PRICE AV OS 237 BLACKBURN RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB12|GW8,,,,0,,0,,,,EB12|GW8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
107699768,LV SW @ PILLAR OS 20 HIGHWOOD DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW12|MGE34,,,,0,,0,,,,GW12|MGE34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
