switch_mrid,name,type,is_tie,tie_class,tie_type,tie_type_label,container_count,container_ids,normal_container_ids,current_container_ids,lv_parent_container_ids,mv_container_count,mv_container_ids,lv_circuit_count,lv_circuit_ids,normal_lv_circuit_ids,current_lv_circuit_ids,observed_container_ids,observed_container_count,terminal_count,is_open,is_normally_open,include_lv_mode,scope_mode,scope_label,generated_at_utc
120124180,LV BRIDGE PO-7026647 OS 70 WATTS STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120124234,LV ISOL PO-7020977 OS 506-508 CANTERBURY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW33|RWT24,,,,0,,0,,,,NW33|RWT24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120124337,LV ISOL PO-7027179 IN WOODCREST RD OS 510 CANTERBURY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW33|RWT24,,,,0,,0,,,,NW33|RWT24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120128051,120128051,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH12|DC6,BH12|DC6,BH12|DC6,,2,BH12|DC6,0,,,,BH12|DC6,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120137461,LV ISOL PO-2334710 OS 211 BALACLAVA ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD23|EL33,,,,0,,0,,,,CFD23|EL33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120141455,LV BRIDGE PO-0611759 OS 86 WINDSOR AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SS12|SS22,,,,0,,0,,,,SS12|SS22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120157007,LV ISOLS PO-0626839 OS 1 ROBERT ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DN11|LD7,,,,0,,0,,,,DN11|LD7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120157216,LV ISOL PO-0617362 OS 10 OAKWOOD AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LD4|LD7,,,,0,,0,,,,LD4|LD7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120157716,LV ISOL PO-1819377 OS 413 BLUFF ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SR24|SR35,,,,0,,0,,,,SR24|SR35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158101,LV ISOL PO-7067602 OS 21 MURNDAL DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NW13|NW22,,,,0,,0,,,,NW13|NW22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158597,LV ISOL PO-7026071 OS 12 WINDSOR CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH22|SH24,,,,0,,0,,,,SH22|SH24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158663,LV ISOL PO-7021272 OS 22 CHURCHILL STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH33|SH22,,,,0,,0,,,,BH33|SH22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158726,LV BRIDGE PO-7000776 OS 16A VICTORIA CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC8|SH22,,,,0,,0,,,,DC8|SH22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158739,LV ISOL PO-7035699 OS 666 CANTERBURY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH24|SH32,,,,0,,0,,,,SH24|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158773,LV ISOL PO-7039094 OS UNIT 1 716 CANTERBURY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH24|SH32,,,,0,,0,,,,SH24|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158821,LV ISOL PO-7001332 OS 40 ALBANY CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH24|SH32,,,,0,,0,,,,SH24|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158864,LV ISOL PO-7038347 IN VIEW ST OS 3 WILLCYRUS ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH33|SH24,,,,0,,0,,,,BH33|SH24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120158967,LV ISOL PO-7004162 OS UNIT 1 38-40 SHEPHERD STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|SH32,,,,0,,0,,,,BH21|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120173582,LV ISOL PO-0605006 OS UNIT 1 1 MOUNT STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW2|GW7,,,,0,,0,,,,GW2|GW7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120175797,LV ISOL PO-0624720 OS 2 BRACKNELL STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,KBH31|NP24,,,,0,,0,,,,KBH31|NP24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120176030,LV ISOL PO-0613962 OS 26 KIONGA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV34|SVW54,,,,0,,0,,,,SV34|SVW54,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120184592,LV ISOL PO-1804015 OS 158A PATTERSON ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR14|MR22,,,,0,,0,,,,MR14|MR22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120220791,LV ISOL PO-7005274 OS 13 HARDING STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH24|SH32,,,,0,,0,,,,SH24|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120220804,LV BRIDGE PO-7026739 IN PEMBROKE ST OS 742 CANTERBURY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH24|SH32,,,,0,,0,,,,SH24|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120220974,LV BRIDGE PO-7038456 OS 4 MITTA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC12|DC5,,,,0,,0,,,,DC12|DC5,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120221298,ISOL 7033539 ERASMUS,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SH24|SH32,,,,0,,0,,,,SH24|SH32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120221348,LV ISOL PO-0618235 IN NULLAWIL ST OS 50 POLICE RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE24|SVW53,,,,0,,0,,,,MGE24|SVW53,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120221413,LV BRIDGE PO-0623892 OS 3 WITHERS AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE31|SVW53,,,,0,,0,,,,MGE31|SVW53,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120221705,LV ISOL PO-0624523 OS 133 WANDA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE24|SVW53,,,,0,,0,,,,MGE24|SVW53,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120221828,LV ISOL PO-0619968 OS 4 MOUNTAIN CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SVW45|SVW53,,,,0,,0,,,,SVW45|SVW53,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120222406,LV BRIDGE PO-0627040 OS 43 POLICE ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE24|SVW53,,,,0,,0,,,,MGE24|SVW53,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120222678,LV ISOL PO-0619430 OS 22 SEAVIEW CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SVW45|SVW53,,,,0,,0,,,,SVW45|SVW53,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120233077,LV ISOL PO-1100054 IN BRUCE ST OS UNIT 1 133 MORNINGTON-TYABB RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MTN21|MTN23,,,,0,,0,,,,MTN21|MTN23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120262677,LV SW @ PILLAR OS 13 NELSE COURT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE13|MGE21,,,,0,,0,,,,MGE13|MGE21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277295,LV ISOL PO-7029068 IN SECOND AV OS 22 HEATHFIELD RISE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277337,LV ISOL PO-7025723 OS 22 MARSHALL ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277403,LV BRIDGE PO-7032920 OS 8 HIBISCUS ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277432,LV ISOL PO-7036461 IN PRIMULA ST OS 64 MORRIE CRES,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277441,LV ISOL PO-7040239 OS 6 KATRINA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277474,LV ISOL PO-7037615 OS 578 MIDDLEBOROUGH ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277515,LV ISOL PO-7036482 OS 46 SHAFER ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277546,LV ISOL PO-7031502 OS 25 MORRIE CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC7|DC8,,,,0,,0,,,,DC7|DC8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277597,LV ISOL PO-7012955 OS 11 KERRIMUIR STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC6|DC7,,,,0,,0,,,,DC6|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120277782,LV ISOL PO-2301528 OS 6 WEBB STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD12|CFD23,,,,0,,0,,,,CFD12|CFD23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278030,LV ISOL PO-2327908 OS 1245 GLEN HUNTLY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD15|CFD26,,,,0,,0,,,,CFD15|CFD26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278121,LV ISOL PO-2328104 OS 38 MERNDA AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD15|CFD26,,,,0,,0,,,,CFD15|CFD26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278287,LV ISOL PO-2320107 OS 48 CADBY AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT16|BT25,,,,0,,0,,,,BT16|BT25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278328,LV BRIDGE PO-2302586 OS FREDERICK STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT25|CFD25,,,,0,,0,,,,BT25|CFD25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278388,LV ISOL PO-8803718 OS 13 FRASER STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT25|CFD25,,,,0,,0,,,,BT25|CFD25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278591,LV ISOL PO-2326098 OS 24 MALANE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT25|CFD25,,,,0,,0,,,,BT25|CFD25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278736,LV ISOL PO-2302405 OS 36 EUMERALLA ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD14|CFD25,,,,0,,0,,,,CFD14|CFD25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278805,LV ISOL PO-2328279 OS 18 DERBY CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD16|CFD24,,,,0,,0,,,,CFD16|CFD24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278814,LV BRIDGE PO-2328268 IN MOODIE ST OS 66 QUEENS AVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD16|CFD24,,,,0,,0,,,,CFD16|CFD24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120278851,LV ISOL PO-2327658 OS 70 QUEENS AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD16|CFD24,,,,0,,0,,,,CFD16|CFD24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120279013,LV ISOL PO-2334361 OS 57 NEERIM ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD13|CFD16,,,,0,,0,,,,CFD13|CFD16,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120279026,LV ISOL PO-2313940 OS FLAT 2 1 ROSSTOWN ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD24|CFD26,,,,0,,0,,,,CFD24|CFD26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120279106,LV ISOL PO-2326169 IN ETNA ST OS UNIT 1 4-6 AUGUSTA ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD14|CFD24,,,,0,,0,,,,CFD14|CFD24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120290852,LV ISOL PO-1805187 OS 1 WILSON STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB24|NB33,,,,0,,0,,,,NB24|NB33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120295911,LV F/ISOL PO-8808747 OS 121 BORG CRESCENT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE13|MGE21,,,,0,,0,,,,MGE13|MGE21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301030,LV ISOL PO-2304465 OS 34 ELM GROVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BC11|BC22,,,,0,,0,,,,BC11|BC22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301175,LV ISOL PO-2306577 OS 98 HOTHAM STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BC11|BC23,,,,0,,0,,,,BC11|BC23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301357,LV ISOL PO-2302912 IN FOSBERY AV OS 75 BALACLAVA RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BC12|EL32,,,,0,,0,,,,BC12|EL32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301915,LV ISOL PO-2301938 IN NEWLYN ST OS UNIT 3 125 BAMBRA RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD13|CFD23,,,,0,,0,,,,CFD13|CFD23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301928,LV BRIDGE PO-2302244 OS 7 CRANHAM STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD13|CFD23,,,,0,,0,,,,CFD13|CFD23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301981,LV ISOL PO-2301697 OS 190 KAMBROOK ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD13|CFD23,,,,0,,0,,,,CFD13|CFD23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120301994,LV ISOL PO-2302191 OS 1 CLARKE AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD13|EL35,,,,0,,0,,,,CFD13|EL35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302007,LV ISOL PO-2301657 OS 204 KAMBROOK ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD13|EL35,,,,0,,0,,,,CFD13|EL35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302026,LV ISOL PO-2304261 OS 238 BAMBRA ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD14|EL35,,,,0,,0,,,,CFD14|EL35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302110,LV ISOL PO-2302430 OS FLAT 1 81 NARRAWONG ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT25|CFD14,,,,0,,0,,,,BT25|CFD14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302615,LV BRIDGE PO-0627951 OS 41 TENNYSON AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV16|SV33,,,,0,,0,,,,SV16|SV33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302711,LV BRIDGES PO-0627944 OS 62 BEVAN AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV16|SV33,,,,0,,0,,,,SV16|SV33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302720,LV ISOL PO-0628901 OS UNIT 1 53 MAIN ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV16|SV33,,,,0,,0,,,,SV16|SV33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120302854,LV BRIDGE PO-0637565 OS 11 JAMES STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SS11|SV16,,,,0,,0,,,,SS11|SV16,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120303017,LV BRIDGE PO-0637518 OS UNIT 6 9 ROSE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV16|SV34,,,,0,,0,,,,SV16|SV34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120303065,LV ISOL PO-0637225 OS 23 MERITON PLACE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SS11|SV16,,,,0,,0,,,,SS11|SV16,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120303130,LV ISOL PO-8800628 OS FLAT 1 1049 WHITEHORSE ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH12|DC7,,,,0,,0,,,,BH12|DC7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120304159,LV ISOL PO-0615912 OS 53 DARNLEY GROVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE23|MGE34,,,,0,,0,,,,MGE23|MGE34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120304409,LV ISOL PO-0615094 OS 772 FERNTREE GULLY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE23|MGE34,,,,0,,0,,,,MGE23|MGE34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120304428,LV BRIDGE PO-0615829 OS 189 LUM ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE23|MGE34,,,,0,,0,,,,MGE23|MGE34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120304806,LV ISOL PO-0607741 OS 739 FERNTREE GULLY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE23|MGE34,,,,0,,0,,,,MGE23|MGE34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120308374,LV ISOL PO-2320080 IN STEPHENS ST OS 128 HIGHBURY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW23|BW34,,,,0,,0,,,,BW23|BW34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120308383,LV ISOL PO-2320075 OS UNIT 2 12 CARMODY STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW23|BW34,,,,0,,0,,,,BW23|BW34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120311766,LV BRIDGE PO-0617779 OS 113 BLOOMFIELD ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NP11|NP24,,,,0,,0,,,,NP11|NP24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120311784,LV ISOL PO-2334782 OS 210 HAWTHORN ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD23|EL26,,,,0,,0,,,,CFD23|EL26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120311827,LV ISOL PO-2301694 OS 166 KAMBROOK ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD22|CFD23,,,,0,,0,,,,CFD22|CFD23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120311878,LV ISOL PO-2302049 OS 2 SYLVERLY GROVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD23|EL26,,,,0,,0,,,,CFD23|EL26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120312100,LV ISOL PO-2328113 OS 1B MERNDA AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD15|CFD26,,,,0,,0,,,,CFD15|CFD26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120316055,LV F/ISOL PO-1806103 OS 192 ESPLANADE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB33|NB35,,,,0,,0,,,,NB33|NB35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120316634,LV ISOL PO-2334999 OS 591 GLEN HUNTLY ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EL24|EL35,,,,0,,0,,,,EL24|EL35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120317462,LV ISOL PO-2322347 IN ACACIA ST OS FLAT 7 1158 DANDENONG RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM10|EM9,,,,0,,0,,,,EM10|EM9,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120337095,LV F/ISOL PO-0614598 OS UNIT 1 14 PANORAMA STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SVW42|SVW54,,,,0,,0,,,,SVW42|SVW54,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120337275,LV ISOL PO-0617312 OS 5 MEDORO GROVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE24|SVW45,,,,0,,0,,,,MGE24|SVW45,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120337616,LV ISOL PO-2307576 OS 65 COLE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EW14|NB32,,,,0,,0,,,,EW14|NB32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120337765,LV BRIDGE PO-2305862 OS 9 WAIROA AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB21|NB34,,,,0,,0,,,,NB21|NB34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120337796,LV ISOL PO-2333040 OS 41 CLONAIG STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB21|NB32,,,,0,,0,,,,NB21|NB32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120337833,LV ISOL PO-2304912 OS 191 NORTH ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB21|NB32,,,,0,,0,,,,NB21|NB32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120338083,LV ISOL PO-1809980 OS 3 GRENVILLE STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR12|MR13,,,,0,,0,,,,MR12|MR13,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120338320,LV BRIDGE PO-3318985 OS 17M THE CREST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH11|FSH31,,,,0,,0,,,,FSH11|FSH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120338350,LV ISOL PO-3312084 OS 85 KARS STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH11|FSH31,,,,0,,0,,,,FSH11|FSH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120338385,LV ISOL PO-3320915 OS 465A NEPEAN HIGHWAY,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH11|FTN11,,,,0,,0,,,,FSH11|FTN11,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120338522,LV ISOL PO-3322452 OS 17 SHIRLOW AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,RBD14|STO23,,,,0,,0,,,,RBD14|STO23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120339278,LV ISOLS PO-0629369 OS 46 BRADY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LD2|LD33,,,,0,,0,,,,LD2|LD33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120357716,120357716,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HGS21|HGS33,HGS21|HGS33,HGS21|HGS33,,2,HGS21|HGS33,0,,,,HGS21|HGS33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
120387216,LV ISOL PO-2303631 IN CLINTON ST OS 18 GILLARD ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT12|NB26,,,,0,,0,,,,BT12|NB26,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
